[utils.icon][WARNING] get_from_list for audio-flac failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-msword-template failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-msword-template failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-msword-template failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-msword-template failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-xz failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-xz failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-xz failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-xz failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-krita failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-krita failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-krita failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-krita failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-kexiproject-shortcut failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-kexiproject-shortcut failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-kexiproject-shortcut failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-kexiproject-shortcut failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-kword-crypt failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-kword-crypt failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-kword-crypt failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-kword-crypt failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-dia-shape failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-dia-shape failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-dia-shape failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-dia-shape failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.ms-powerpoint.presentation.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.ms-powerpoint.presentation.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-powerpoint.presentation.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-powerpoint.presentation.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-ipod-firmware failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-ipod-firmware failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-ipod-firmware failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-ipod-firmware failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-font-otf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-font-otf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-font-otf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-font-otf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-mobipocket-ebook failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-mobipocket-ebook failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-mobipocket-ebook failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-mobipocket-ebook failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-mps failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-mps failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-mps failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-mps failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.stardivision.mail failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.stardivision.mail failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.stardivision.mail failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.stardivision.mail failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.ms-excel.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.ms-excel.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-excel.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-excel.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-oxps failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-oxps failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-oxps failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-oxps failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-pem-key failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-pem-key failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-pem-key failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-pem-key failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-pkix-cert+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-pkix-cert+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-pkix-cert+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-pkix-cert+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-pkix-crl+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-pkix-crl+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-pkix-crl+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-pkix-crl+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-it87 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-it87 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-it87 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-it87 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.oasis.opendocument.chart failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.oasis.opendocument.chart failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-par2 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-par2 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-par2 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-par2 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.ms-powerpoint.template.macroEnabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.ms-powerpoint.template.macroEnabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-powerpoint.template.macroEnabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-powerpoint.template.macroEnabled.12 failed, try next (icon.py:56)
